x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.166e-01	2.283e-02	2.283e-02	2.283e-02	9.111e-03
0	1	4.679e-01	1.049e-01	2.758e-02	2.758e-02	2.758e-02
0	2	nan	4.282e-02	4.282e-02	4.045e-02	4.137e-03
0	3	nan	8.593e-02	3.386e-02	3.386e-02	8.806e-03
0	4	nan	4.916e-01	1.003e-01	1.003e-01	3.466e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.525e-01	2.454e-01	2.439e-01	8.702e-02	8.702e-02
1	1	8.040e-01	2.270e-01	2.270e-01	1.813e-01	4.178e-02
1	2	nan	2.043e-01	2.458e-02	2.458e-02	2.458e-02
1	3	nan	1.374e-01	8.786e-02	1.448e-02	1.282e-02
1	4	nan	nan	8.804e-02	8.804e-02	2.227e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.447e-01	2.447e-01	2.400e-01	1.333e-01
2	1	nan	2.282e-01	5.375e-02	5.375e-02	5.375e-02
2	2	nan	3.398e-01	5.509e-02	5.509e-02	5.509e-02
2	3	nan	3.151e-01	4.278e-02	1.842e-02	1.742e-02
2	4	nan	nan	1.013e-01	1.416e-02	3.031e-03
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	2.138e-01	1.566e-01	8.938e-02
3	1	nan	6.716e-01	2.272e-01	9.179e-02	6.896e-02
3	2	nan	nan	1.039e-01	1.001e-01	7.872e-02
3	3	nan	nan	5.673e-01	1.428e-01	6.279e-02
3	4	nan	nan	6.520e-01	7.247e-03	7.247e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
