x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.727e-01	8.724e-02	7.975e-02	3.602e-02	3.146e-03
0	1	4.840e-01	8.388e-02	4.450e-02	2.144e-02	5.997e-03
0	2	nan	nan	2.590e-02	1.692e-02	1.692e-02
0	3	nan	nan	1.688e-01	8.009e-02	5.620e-02
0	4	nan	nan	nan	1.195e-01	1.195e-01
0	5	nan	nan	nan	8.193e-02	8.193e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.566e-01	2.295e-01	6.960e-02	6.960e-02	6.960e-02
1	1	nan	2.485e-03	2.485e-03	2.485e-03	2.485e-03
1	2	nan	nan	1.418e-01	8.896e-02	3.351e-02
1	3	nan	nan	2.274e-01	9.674e-02	3.437e-02
1	4	nan	nan	nan	7.291e-02	1.510e-02
1	5	nan	nan	nan	1.003e-01	9.172e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.315e-01	2.313e-01	2.304e-01	2.304e-01
2	1	nan	1.179e-01	1.179e-01	1.132e-01	2.227e-02
2	2	nan	nan	2.510e-01	3.319e-02	3.319e-02
2	3	nan	nan	7.444e-02	7.444e-02	6.791e-02
2	4	nan	nan	nan	1.056e-01	9.992e-02
2	5	nan	nan	nan	1.040e-01	9.661e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	1.386e-01	1.386e-01
3	3	nan	nan	2.523e-01	9.952e-02	4.833e-02
3	4	nan	nan	nan	9.841e-02	9.841e-02
3	5	nan	nan	nan	1.495e-01	8.667e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
