x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.419e-01	5.465e-03	5.465e-03	5.465e-03	5.465e-03
0	1	4.931e-01	7.729e-02	4.630e-02	4.550e-02	3.137e-02
0	2	nan	2.271e-01	9.182e-02	2.948e-02	2.246e-02
0	3	nan	nan	1.003e-01	8.162e-02	3.128e-02
0	4	nan	nan	2.385e-01	2.273e-01	7.234e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.750e-01	7.096e-02	1.660e-02	1.660e-02	1.591e-02
1	1	6.781e-01	1.421e-01	1.421e-01	1.105e-01	1.760e-02
1	2	nan	1.206e-01	7.910e-02	4.682e-02	4.682e-02
1	3	nan	2.123e-01	9.947e-02	6.566e-02	6.566e-02
1	4	nan	nan	1.339e-01	2.563e-02	1.496e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	4.043e-01	1.312e-01	1.312e-01	1.312e-01
2	1	nan	1.856e-01	1.605e-01	1.540e-01	6.879e-02
2	2	nan	4.087e-01	3.376e-01	1.200e-01	1.026e-01
2	3	nan	nan	1.626e-01	1.029e-01	1.993e-02
2	4	nan	nan	1.251e-01	7.744e-02	7.744e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	2.345e-01	1.145e-01	1.110e-01
3	2	nan	nan	2.188e-01	1.923e-01	1.828e-01
3	3	nan	nan	2.295e-01	2.128e-01	9.964e-02
3	4	nan	nan	9.316e-02	2.151e-02	2.151e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
