x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.304e-01	1.441e-01	6.889e-02	1.800e-02	1.800e-02
0	1	6.578e-01	1.377e-01	1.023e-01	3.451e-02	1.597e-02
0	2	nan	1.406e-01	9.522e-02	6.147e-02	2.163e-02
0	3	nan	8.549e-02	2.601e-02	2.601e-02	2.403e-02
0	4	nan	2.614e-01	1.160e-01	9.986e-02	3.516e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.397e-01	9.499e-02	9.499e-02	9.467e-02	5.439e-02
1	1	6.828e-01	1.577e-01	2.292e-02	2.292e-02	6.882e-03
1	2	nan	4.885e-01	1.008e-01	6.336e-02	2.987e-02
1	3	nan	1.448e-01	4.830e-02	4.106e-02	1.392e-02
1	4	nan	6.507e-01	2.579e-01	1.243e-01	2.082e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.332e-01	2.293e-01	2.282e-01	2.282e-01
2	1	nan	2.449e-01	1.575e-01	9.768e-02	1.022e-02
2	2	nan	1.891e-01	1.009e-01	1.004e-01	9.674e-02
2	3	nan	nan	1.510e-01	1.012e-01	6.449e-02
2	4	nan	5.875e-01	2.297e-01	2.190e-01	7.793e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	6.252e-01	2.550e-01	2.311e-01	2.311e-01
3	1	nan	2.333e-01	1.945e-01	3.047e-02	1.652e-02
3	2	nan	nan	1.268e-01	1.268e-01	1.765e-02
3	3	nan	nan	6.229e-01	8.418e-02	7.089e-02
3	4	nan	nan	2.705e-01	2.676e-01	6.394e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
