x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.944e-01	3.075e-02	3.075e-02	3.075e-02	1.771e-02
0	1	6.566e-01	1.013e-01	3.468e-02	3.328e-02	8.577e-03
0	2	nan	9.966e-02	9.966e-02	9.966e-02	5.501e-02
0	3	nan	nan	1.794e-01	1.023e-01	6.219e-02
0	4	nan	nan	2.284e-01	1.003e-01	9.659e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.192e-01	2.445e-01	2.288e-01	1.011e-01	1.011e-01
1	1	nan	3.658e-02	6.656e-03	6.656e-03	6.656e-03
1	2	nan	1.215e-01	1.036e-01	1.036e-01	1.018e-01
1	3	nan	nan	1.365e-01	7.097e-02	2.267e-02
1	4	nan	nan	1.297e-01	9.538e-03	3.580e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	1.057e-01	1.057e-01	1.057e-01	1.057e-01
2	1	nan	1.848e-01	1.529e-02	1.113e-03	1.113e-03
2	2	nan	nan	9.957e-02	9.957e-02	9.427e-02
2	3	nan	nan	5.132e-02	4.706e-02	4.706e-02
2	4	nan	nan	4.751e-01	1.039e-01	8.030e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.991e-01
3	1	nan	2.270e-01	1.911e-01	1.081e-01	2.466e-02
3	2	nan	nan	2.270e-01	8.644e-02	8.644e-02
3	3	nan	nan	1.460e-01	8.413e-02	7.990e-02
3	4	nan	nan	nan	1.686e-01	1.584e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
