x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.144e-01	1.076e-02	1.076e-02	1.076e-02	1.076e-02
0	1	6.511e-01	8.142e-02	1.370e-02	1.370e-02	1.370e-02
0	2	nan	1.856e-01	7.054e-02	7.054e-02	2.236e-02
0	3	nan	2.288e-01	7.416e-03	7.416e-03	7.416e-03
0	4	nan	nan	nan	1.300e-01	3.815e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.531e-01	1.383e-01	1.383e-01	1.383e-01	1.119e-01
1	1	nan	2.339e-01	6.770e-02	6.770e-02	6.770e-02
1	2	nan	1.738e-01	1.455e-02	1.455e-02	1.455e-02
1	3	nan	4.379e-01	3.278e-02	2.814e-02	2.814e-02
1	4	nan	nan	nan	5.697e-02	2.591e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.455e-01	2.365e-01	2.285e-01	2.281e-01
2	1	nan	nan	1.039e-01	1.039e-01	1.039e-01
2	2	nan	5.435e-01	1.006e-01	4.060e-02	2.629e-02
2	3	nan	6.220e-01	9.952e-02	2.113e-02	1.275e-03
2	4	nan	nan	nan	1.635e-01	4.118e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	6.476e-01	2.283e-01	2.281e-01
3	1	nan	nan	9.020e-02	9.020e-02	9.020e-02
3	2	nan	nan	1.235e-01	7.115e-02	5.557e-02
3	3	nan	nan	nan	5.926e-02	1.052e-02
3	4	nan	nan	nan	1.187e-01	6.558e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
