x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.838e-01	2.359e-01	6.867e-02	6.867e-02	6.762e-02
0	1	4.133e-01	1.153e-01	2.909e-02	8.693e-03	3.291e-03
0	2	6.393e-01	2.383e-01	2.349e-01	2.307e-01	2.300e-01
0	3	6.043e-01	2.510e-01	2.319e-01	2.303e-01	2.300e-01
0	4	nan	nan	nan	4.189e-02	3.566e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.825e-01	2.328e-01	2.309e-01	2.303e-01	2.303e-01
1	1	5.897e-01	2.335e-01	2.301e-01	2.301e-01	2.049e-02
1	2	nan	2.598e-01	2.354e-01	2.301e-01	2.301e-01
1	3	nan	2.302e-01	8.148e-02	4.669e-03	4.669e-03
1	4	nan	nan	nan	8.050e-02	1.098e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.592e-01	2.592e-01	2.302e-01	2.300e-01
2	1	nan	2.307e-01	2.305e-01	2.302e-01	2.302e-01
2	2	nan	nan	2.304e-01	2.304e-01	2.301e-01
2	3	nan	nan	2.327e-01	2.316e-01	3.484e-02
2	4	nan	nan	nan	5.600e-01	2.287e-03
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	3.263e-01	2.318e-01	2.303e-01	2.300e-01
3	1	nan	2.305e-01	2.305e-01	2.303e-01	2.300e-01
3	2	nan	nan	3.044e-01	2.335e-01	2.305e-01
3	3	nan	nan	2.328e-01	2.305e-01	2.301e-01
3	4	nan	nan	nan	5.601e-01	2.918e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
