x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.607e-01	2.318e-01	2.305e-01	2.303e-01	4.067e-02
0	1	2.954e-01	2.308e-01	8.650e-02	8.544e-02	2.509e-02
0	2	5.634e-01	2.300e-01	9.022e-02	2.278e-02	2.278e-02
0	3	nan	2.451e-01	2.311e-01	2.311e-01	2.307e-01
0	4	nan	6.379e-01	2.306e-01	2.303e-01	8.704e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	9.124e-01	3.237e-01	2.325e-01	5.487e-02	2.700e-02
1	1	5.674e-01	2.307e-01	1.488e-01	4.925e-02	2.174e-02
1	2	6.031e-01	2.366e-01	2.304e-01	2.596e-02	1.906e-02
1	3	nan	3.661e-01	2.363e-01	2.300e-01	2.893e-02
1	4	nan	5.612e-01	2.304e-01	2.304e-01	5.943e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	8.207e-01	2.428e-01	2.326e-01	1.564e-01
2	1	nan	1.108e-01	5.978e-02	1.181e-02	1.181e-02
2	2	nan	2.302e-01	4.683e-03	4.683e-03	4.683e-03
2	3	nan	5.617e-01	2.402e-01	2.323e-01	1.551e-02
2	4	nan	nan	2.301e-01	2.300e-01	1.079e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.507e-01	1.922e-02
3	1	nan	nan	nan	5.704e-02	6.329e-03
3	2	nan	nan	2.304e-01	2.303e-01	2.302e-01
3	3	nan	nan	2.453e-01	2.300e-01	2.300e-01
3	4	nan	nan	2.311e-01	2.302e-01	2.301e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
