x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.815e-01	2.669e-01	2.331e-01	2.300e-01	1.403e-01
0	1	5.613e-01	2.308e-01	2.305e-01	8.661e-02	3.722e-02
0	2	3.635e-01	2.302e-01	1.464e-02	1.464e-02	1.464e-02
0	3	6.034e-01	2.321e-01	3.278e-02	2.690e-02	5.886e-03
0	4	nan	3.246e-01	2.308e-01	6.302e-02	6.302e-02
0	5	nan	nan	2.368e-01	2.195e-02	2.195e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.844e-01	2.311e-01	2.305e-01	1.498e-01
1	1	6.106e-01	2.309e-01	2.301e-01	1.693e-01	3.488e-03
1	2	nan	2.326e-01	9.814e-02	9.814e-02	3.334e-02
1	3	7.765e-01	3.147e-01	5.300e-02	5.300e-02	3.411e-02
1	4	nan	2.375e-01	8.233e-02	8.233e-02	8.233e-02
1	5	nan	2.406e-01	1.696e-01	1.696e-01	7.282e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	4.198e-01	2.333e-01	8.630e-02
2	1	nan	3.004e-01	2.519e-01	1.005e-01	8.872e-03
2	2	nan	3.907e-01	3.047e-01	2.321e-01	2.822e-02
2	3	nan	2.965e-01	3.283e-02	3.283e-02	3.283e-02
2	4	nan	3.945e-01	2.303e-01	2.302e-01	2.300e-01
2	5	nan	nan	2.312e-01	2.300e-01	2.300e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.304e-01	2.302e-01
3	1	nan	nan	nan	7.525e-02	7.525e-02
3	2	nan	nan	nan	4.011e-02	2.684e-02
3	3	nan	nan	nan	2.327e-01	2.305e-01
3	4	nan	nan	2.507e-01	2.335e-01	2.321e-01
3	5	nan	nan	2.331e-01	2.307e-01	2.302e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
