x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.613e-01	2.307e-01	2.307e-01	2.307e-01	6.156e-02
0	1	4.861e-01	2.055e-01	1.035e-01	8.892e-02	4.894e-03
0	2	5.622e-01	6.340e-02	3.756e-02	3.756e-02	2.166e-02
0	3	nan	1.589e-01	1.589e-01	5.750e-02	1.761e-02
0	4	nan	nan	2.305e-01	9.201e-02	9.201e-02
0	5	nan	nan	nan	nan	2.326e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.307e-01	2.307e-01	2.305e-01	3.729e-02
1	1	5.612e-01	2.314e-01	2.304e-01	2.300e-01	2.299e-02
1	2	nan	3.627e-02	3.627e-02	3.627e-02	1.356e-02
1	3	nan	2.306e-01	2.306e-01	4.964e-02	4.964e-02
1	4	nan	nan	2.310e-01	2.302e-01	2.302e-01
1	5	nan	nan	nan	nan	1.156e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.605e-01	5.605e-01	2.322e-01	1.805e-01
2	1	8.007e-01	2.691e-01	2.321e-01	2.321e-01	8.099e-02
2	2	nan	2.375e-01	2.307e-01	1.017e-01	1.287e-02
2	3	nan	2.303e-01	2.303e-01	2.301e-01	3.922e-02
2	4	nan	nan	2.531e-01	2.303e-01	5.628e-02
2	5	nan	nan	nan	nan	2.525e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	5.627e-01	2.350e-01	2.303e-01
3	1	nan	2.369e-01	2.347e-01	2.333e-01	6.285e-02
3	2	nan	nan	2.327e-01	2.314e-01	2.302e-01
3	3	nan	nan	3.028e-01	2.743e-01	2.300e-01
3	4	nan	nan	3.377e-01	2.311e-01	2.303e-01
3	5	nan	nan	nan	nan	3.834e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
