x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.802e-01	2.315e-01	2.315e-01	2.301e-01	5.261e-02
0	1	4.146e-01	2.301e-01	2.301e-01	2.301e-01	5.081e-02
0	2	5.626e-01	2.319e-01	3.855e-02	1.945e-02	1.945e-02
0	3	nan	2.303e-01	4.023e-02	8.851e-03	3.437e-03
0	4	nan	nan	2.301e-01	2.301e-01	4.908e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	3.132e-01	2.322e-01	2.314e-01	2.304e-01
1	1	5.357e-01	2.329e-01	2.302e-01	2.301e-01	2.301e-01
1	2	6.921e-01	2.349e-01	6.433e-02	1.541e-02	1.541e-02
1	3	nan	2.306e-01	6.064e-02	5.062e-02	1.133e-02
1	4	nan	2.314e-01	2.303e-01	6.569e-02	4.945e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.607e-01	2.308e-01	2.308e-01	2.306e-01
2	1	nan	3.316e-01	2.304e-01	2.304e-01	1.856e-01
2	2	nan	2.798e-01	2.364e-01	1.043e-01	1.043e-01
2	3	nan	2.308e-01	2.300e-01	2.300e-01	4.293e-02
2	4	nan	nan	2.300e-01	2.300e-01	6.995e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.344e-01	2.311e-01
3	1	nan	nan	nan	2.307e-01	2.302e-01
3	2	nan	nan	2.448e-01	1.266e-01	1.266e-01
3	3	nan	nan	2.406e-01	5.676e-02	1.334e-02
3	4	nan	nan	nan	2.322e-01	4.862e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
