x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.606e-01	1.089e-01	1.089e-01	2.749e-02	2.749e-02
0	1	2.388e-01	3.834e-02	3.834e-02	3.834e-02	1.589e-02
0	2	6.529e-01	1.646e-01	1.965e-02	1.965e-02	1.965e-02
0	3	nan	3.038e-02	3.038e-02	3.038e-02	2.465e-02
0	4	nan	2.839e-02	9.366e-03	9.366e-03	9.366e-03
0	5	nan	nan	6.688e-01	2.180e-01	1.036e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	1.005e-01	1.005e-01	1.005e-01	1.005e-01
1	1	6.328e-01	3.089e-02	3.089e-02	2.562e-02	2.562e-02
1	2	6.655e-01	1.059e-01	1.059e-01	1.971e-02	1.971e-02
1	3	nan	1.358e-01	7.295e-02	7.295e-02	3.465e-02
1	4	nan	1.183e-01	1.127e-01	1.127e-01	5.227e-02
1	5	nan	nan	6.535e-01	1.218e-01	9.000e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	4.136e-01	2.368e-01	2.368e-01	2.368e-01
2	1	nan	2.219e-01	1.141e-01	1.141e-01	3.750e-02
2	2	nan	2.557e-01	1.336e-01	6.114e-02	6.114e-02
2	3	nan	2.408e-01	1.225e-01	1.039e-01	9.820e-02
2	4	nan	1.052e-01	9.797e-02	9.797e-02	9.797e-02
2	5	nan	nan	6.512e-01	8.209e-02	2.346e-03
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.929e-01
3	1	nan	6.672e-01	2.372e-01	2.372e-01	2.372e-01
3	2	nan	1.768e-01	1.348e-01	1.348e-01	5.933e-02
3	3	nan	2.141e-01	1.125e-01	9.714e-02	7.124e-02
3	4	nan	2.271e-01	1.861e-01	7.496e-02	9.543e-04
3	5	nan	nan	6.561e-01	1.128e-01	7.249e-03
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
