x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.130e-01	1.309e-01	1.309e-01	1.037e-01	5.565e-02
0	1	5.394e-01	9.156e-02	3.719e-02	2.864e-02	7.861e-04
0	2	4.847e-01	1.437e-01	1.257e-01	1.434e-02	3.496e-03
0	3	nan	2.110e-01	1.249e-01	6.582e-02	6.582e-02
0	4	nan	6.126e-01	1.022e-01	6.102e-02	4.176e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.719e-01	3.667e-02	3.667e-02	3.667e-02	7.968e-03
1	1	6.509e-01	6.866e-02	9.170e-03	7.254e-03	7.254e-03
1	2	6.674e-01	1.240e-01	1.240e-01	1.022e-01	6.856e-02
1	3	nan	1.049e-01	8.598e-02	3.867e-02	3.722e-02
1	4	nan	2.334e-01	1.081e-01	3.379e-02	3.379e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.511e-01	2.599e-01	9.667e-02	7.875e-02
2	1	nan	9.279e-02	9.279e-02	9.279e-02	3.902e-02
2	2	nan	nan	1.500e-01	9.022e-02	2.535e-02
2	3	nan	1.062e-01	4.373e-02	4.373e-02	3.163e-02
2	4	nan	1.818e-01	1.142e-01	8.586e-02	2.602e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	2.490e-01	5.840e-02	5.840e-02
3	3	nan	nan	1.423e-01	1.423e-01	1.244e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
