x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	4.485e-01	2.387e-01	2.387e-01	2.324e-01
0	1	5.625e-01	2.592e-01	2.215e-01	3.454e-02	3.454e-02
0	2	5.216e-01	2.303e-01	5.996e-02	2.231e-02	1.354e-02
0	3	4.561e-01	2.310e-01	3.866e-02	2.714e-02	1.277e-02
0	4	nan	2.368e-01	2.311e-01	2.305e-01	2.305e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	4.662e-01	2.767e-01	2.423e-01	1.018e-01
1	1	7.241e-01	2.310e-01	2.310e-01	2.305e-01	3.350e-02
1	2	6.236e-01	1.607e-01	7.208e-02	3.685e-02	1.535e-02
1	3	5.635e-01	2.311e-01	4.055e-03	4.055e-03	4.055e-03
1	4	nan	2.304e-01	2.302e-01	2.301e-01	2.301e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	2.336e-01	2.303e-01
2	1	nan	5.618e-01	2.373e-01	2.335e-01	2.313e-01
2	2	nan	2.349e-01	2.308e-01	1.605e-01	6.415e-02
2	3	nan	2.317e-01	2.300e-01	2.300e-01	4.831e-02
2	4	nan	nan	2.305e-01	2.305e-01	2.305e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.332e-01
3	1	nan	nan	nan	nan	2.317e-01
3	2	nan	5.600e-01	5.600e-01	2.321e-01	2.301e-01
3	3	nan	5.602e-01	5.600e-01	2.304e-01	2.301e-01
3	4	nan	nan	2.524e-01	2.314e-01	2.306e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
