x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	2.415e-01	2.303e-01
0	1	6.091e-01	2.319e-01	2.302e-01	1.893e-01	4.866e-02
0	2	3.398e-01	2.319e-01	2.301e-01	4.722e-02	1.056e-02
0	3	5.608e-01	2.308e-01	2.307e-01	2.302e-01	2.300e-01
0	4	5.601e-01	5.601e-01	2.378e-01	2.307e-01	7.773e-02
0	5	nan	nan	nan	2.366e-01	2.300e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	2.395e-01	2.308e-01
1	1	nan	2.304e-01	2.304e-01	2.088e-01	1.043e-01
1	2	5.716e-01	2.333e-01	2.306e-01	2.303e-01	2.303e-01
1	3	5.629e-01	2.310e-01	2.302e-01	2.302e-01	2.302e-01
1	4	nan	2.416e-01	2.301e-01	2.301e-01	2.301e-01
1	5	nan	nan	nan	5.600e-01	1.353e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	2.317e-01	2.317e-01
2	1	nan	2.304e-01	2.304e-01	6.333e-02	5.506e-03
2	2	7.476e-01	2.319e-01	2.307e-01	2.307e-01	2.307e-01
2	3	7.991e-01	2.376e-01	2.303e-01	2.301e-01	2.301e-01
2	4	nan	5.603e-01	2.470e-01	2.301e-01	2.301e-01
2	5	nan	nan	nan	5.601e-01	2.306e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.439e-01
3	1	nan	nan	nan	nan	2.303e-01
3	2	nan	nan	nan	nan	1.425e-01
3	3	nan	2.312e-01	2.312e-01	2.312e-01	2.312e-01
3	4	nan	nan	nan	2.765e-01	2.432e-01
3	5	nan	nan	nan	3.967e-01	2.605e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
