x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	2.644e-01	2.318e-01
0	1	5.720e-01	2.370e-01	2.300e-01	2.300e-01	2.300e-01
0	2	4.515e-01	2.301e-01	3.474e-02	3.474e-02	3.474e-02
0	3	5.676e-01	2.314e-01	1.691e-01	2.390e-02	2.124e-02
0	4	nan	2.310e-01	2.310e-01	2.302e-01	2.302e-01
0	5	nan	nan	nan	2.908e-01	6.893e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	2.599e-01	2.302e-01
1	1	5.628e-01	2.302e-01	2.300e-01	2.300e-01	3.861e-02
1	2	5.606e-01	1.211e-01	1.082e-01	1.022e-01	3.293e-02
1	3	5.850e-01	2.327e-01	2.302e-01	1.862e-01	3.255e-02
1	4	nan	2.335e-01	2.300e-01	1.359e-01	6.579e-02
1	5	nan	nan	nan	2.615e-01	4.113e-03
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	2.580e-01
2	1	nan	2.304e-01	2.304e-01	2.304e-01	4.373e-02
2	2	7.278e-01	2.505e-01	2.304e-01	2.302e-01	4.512e-02
2	3	nan	2.337e-01	2.304e-01	2.109e-01	1.428e-01
2	4	nan	2.397e-01	2.301e-01	8.158e-02	2.579e-02
2	5	nan	nan	nan	2.397e-01	1.663e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	1.776e-01	1.776e-01	1.776e-01	3.366e-02
3	4	nan	nan	2.321e-01	5.112e-02	2.630e-02
3	5	nan	nan	nan	7.898e-02	1.310e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
