x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	5.650e-01	2.401e-01	2.307e-01	1.341e-01	4.774e-02
0	2	5.637e-01	2.330e-01	2.320e-01	2.309e-01	1.798e-03
0	3	5.612e-01	2.318e-01	2.304e-01	1.193e-01	3.124e-02
0	4	nan	2.336e-01	2.306e-01	9.909e-02	3.749e-02
0	5	nan	nan	nan	nan	6.027e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	2.554e-01	2.346e-01	2.303e-01	4.000e-02
1	2	4.498e-01	2.490e-01	2.338e-01	2.300e-01	2.394e-02
1	3	6.013e-01	2.305e-01	2.303e-01	2.301e-01	2.301e-01
1	4	nan	5.753e-01	2.321e-01	2.301e-01	2.272e-03
1	5	nan	nan	nan	nan	9.585e-03
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	3.956e-01	2.304e-01	2.301e-01	2.301e-01
2	2	nan	2.335e-01	2.301e-01	2.301e-01	1.160e-01
2	3	6.460e-01	2.308e-01	2.308e-01	2.308e-01	2.308e-01
2	4	nan	nan	2.312e-01	9.298e-02	3.013e-02
2	5	nan	nan	nan	nan	7.935e-03
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	5.610e-01	2.307e-01	2.301e-01	2.301e-01
3	2	nan	2.367e-01	2.329e-01	2.303e-01	2.301e-01
3	3	nan	nan	5.604e-01	2.300e-01	2.300e-01
3	4	nan	nan	3.558e-02	3.558e-02	3.558e-02
3	5	nan	nan	nan	nan	5.085e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
