x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	2.972e-01	2.475e-01
0	1	5.009e-01	2.318e-01	2.305e-01	2.305e-01	1.362e-01
0	2	5.621e-01	2.536e-01	2.301e-01	2.301e-01	2.301e-01
0	3	4.539e-01	2.300e-01	1.050e-01	9.906e-02	9.308e-03
0	4	nan	2.307e-01	2.303e-01	5.715e-02	2.818e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	3.121e-01	2.719e-01
1	1	5.776e-01	3.027e-01	2.421e-01	2.314e-01	2.309e-01
1	2	5.617e-01	2.607e-01	2.307e-01	2.303e-01	2.301e-01
1	3	5.725e-01	2.312e-01	2.312e-01	2.312e-01	1.831e-02
1	4	nan	2.394e-01	2.330e-01	2.311e-01	2.311e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	5.607e-01	3.711e-01
2	1	nan	5.623e-01	2.610e-01	2.310e-01	5.724e-02
2	2	nan	2.581e-01	2.311e-01	2.311e-01	3.940e-02
2	3	nan	2.825e-01	2.385e-01	2.339e-01	6.211e-03
2	4	nan	nan	2.372e-01	2.316e-01	2.312e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	3.032e-01
3	1	nan	nan	nan	nan	7.502e-02
3	2	nan	nan	nan	2.929e-01	3.639e-02
3	3	nan	5.617e-01	5.601e-01	5.600e-01	6.661e-02
3	4	nan	nan	nan	5.601e-01	2.306e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
