x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	3.815e-01	2.338e-01	2.309e-01
0	1	5.876e-01	2.308e-01	2.308e-01	2.308e-01	3.108e-02
0	2	3.836e-01	2.309e-01	1.131e-02	1.131e-02	1.131e-02
0	3	5.001e-01	2.301e-01	2.141e-02	1.629e-02	1.211e-02
0	4	nan	5.600e-01	2.300e-01	2.300e-01	1.012e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	3.496e-01	2.771e-01	2.480e-01
1	1	6.290e-01	2.450e-01	2.316e-01	2.302e-01	2.302e-01
1	2	5.601e-01	2.317e-01	2.302e-01	1.098e-01	2.746e-02
1	3	6.787e-01	2.301e-01	3.212e-02	3.212e-02	3.212e-02
1	4	nan	5.603e-01	4.350e-02	3.343e-02	3.290e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	5.660e-01	5.600e-01
2	1	nan	2.973e-01	2.317e-01	2.317e-01	2.309e-01
2	2	8.403e-01	2.386e-01	2.306e-01	1.324e-01	4.160e-02
2	3	nan	1.886e-01	4.581e-02	2.522e-02	2.285e-02
2	4	nan	nan	5.115e-02	3.302e-02	1.254e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	2.854e-01	2.854e-01	2.317e-01
3	2	nan	nan	8.871e-02	2.567e-02	2.567e-02
3	3	nan	nan	2.402e-01	2.301e-01	5.552e-02
3	4	nan	nan	2.411e-01	2.313e-01	2.300e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
