x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	3.611e-01	2.302e-01	1.601e-01
0	1	5.696e-01	2.433e-01	2.433e-01	4.031e-02	4.031e-02
0	2	3.199e-01	2.305e-01	2.305e-01	2.304e-01	2.300e-01
0	3	5.623e-01	2.311e-01	2.311e-01	2.300e-01	1.300e-02
0	4	nan	2.476e-01	2.345e-01	6.031e-02	5.748e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	4.084e-01	2.339e-01	1.300e-01
1	1	7.060e-01	2.334e-01	2.334e-01	1.076e-01	8.242e-03
1	2	5.627e-01	2.325e-01	2.311e-01	2.305e-01	8.261e-02
1	3	6.967e-01	2.317e-01	2.302e-01	2.300e-01	3.073e-02
1	4	nan	2.303e-01	2.303e-01	2.284e-02	2.284e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	2.311e-01	2.311e-01
2	1	nan	4.916e-01	2.922e-01	2.300e-01	3.140e-02
2	2	nan	2.360e-01	2.319e-01	2.303e-01	1.493e-02
2	3	6.054e-01	2.307e-01	2.307e-01	4.924e-02	4.728e-02
2	4	nan	nan	2.304e-01	2.303e-01	2.303e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	5.603e-01	1.101e-01
3	2	nan	nan	2.336e-01	2.310e-01	2.064e-02
3	3	nan	6.513e-01	2.304e-01	2.301e-01	2.301e-01
3	4	nan	nan	3.585e-01	2.301e-01	2.301e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
