x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.614e-01	2.313e-01	2.304e-01	2.304e-01	2.304e-01
0	1	4.348e-01	2.295e-01	5.348e-02	3.715e-02	3.715e-02
0	2	nan	2.374e-01	1.011e-01	8.125e-03	8.125e-03
0	3	nan	nan	1.333e-01	4.167e-02	9.858e-03
0	4	nan	nan	5.603e-01	2.336e-01	7.314e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.801e-01	3.787e-01	2.908e-01	2.435e-01	6.985e-02
1	1	5.743e-01	2.328e-01	5.849e-02	5.849e-02	4.373e-02
1	2	nan	2.319e-01	2.318e-01	2.318e-01	2.411e-02
1	3	nan	nan	2.326e-01	6.503e-02	1.682e-02
1	4	nan	nan	5.600e-01	5.600e-01	1.798e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.550e-01	2.769e-01	2.769e-01	8.965e-02
2	1	nan	2.308e-01	3.288e-02	3.288e-02	7.041e-03
2	2	nan	2.417e-01	2.319e-01	3.337e-02	1.478e-02
2	3	nan	nan	2.570e-01	2.301e-01	2.079e-02
2	4	nan	nan	5.600e-01	5.600e-01	1.049e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	2.627e-01	2.627e-01	2.627e-01
3	1	nan	nan	2.444e-01	2.358e-01	2.324e-01
3	2	nan	nan	2.303e-01	2.303e-01	2.302e-01
3	3	nan	nan	2.611e-01	2.303e-01	2.303e-01
3	4	nan	nan	nan	5.600e-01	2.543e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
