x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.175e-01	2.300e-01	1.988e-01	9.679e-02	9.679e-02
0	1	5.625e-01	7.662e-02	4.815e-02	4.815e-02	4.815e-02
0	2	nan	2.898e-01	7.371e-02	7.371e-02	3.827e-02
0	3	nan	5.622e-01	2.625e-01	6.003e-02	2.042e-02
0	4	nan	nan	5.601e-01	5.600e-01	3.959e-02
0	5	nan	nan	nan	5.600e-01	1.519e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.302e-01	2.302e-01	1.573e-01	1.573e-01
1	1	6.477e-01	8.497e-02	6.608e-02	6.608e-02	6.608e-02
1	2	nan	5.601e-01	2.302e-01	6.952e-02	3.015e-02
1	3	nan	2.450e-01	2.383e-01	3.999e-02	7.608e-03
1	4	nan	nan	5.602e-01	8.286e-02	3.970e-02
1	5	nan	nan	nan	2.349e-01	2.349e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	2.580e-01	2.580e-01	2.452e-01
2	1	nan	2.413e-01	2.314e-01	2.312e-01	1.532e-01
2	2	nan	1.559e-01	1.277e-01	3.178e-02	3.178e-02
2	3	nan	nan	2.318e-01	2.302e-01	2.301e-01
2	4	nan	nan	3.056e-01	2.547e-01	3.331e-02
2	5	nan	nan	nan	2.634e-01	2.300e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	5.660e-01	5.600e-01
3	1	nan	2.462e-01	2.306e-01	2.306e-01	2.306e-01
3	2	nan	2.368e-01	2.302e-01	2.302e-01	2.302e-01
3	3	nan	nan	2.304e-01	2.302e-01	2.302e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
