x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.376e-01	2.306e-01	2.303e-01	2.303e-01	2.642e-02
0	1	5.629e-01	2.303e-01	2.300e-01	2.300e-01	6.444e-02
0	2	nan	2.301e-01	2.301e-01	2.301e-01	5.066e-02
0	3	nan	nan	2.311e-01	2.305e-01	2.300e-01
0	4	nan	nan	2.301e-01	2.301e-01	3.000e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.615e-01	2.321e-01	2.321e-01	2.304e-01	8.873e-03
1	1	6.095e-01	2.318e-01	2.305e-01	2.302e-01	2.563e-02
1	2	nan	2.310e-01	2.301e-01	2.300e-01	2.300e-01
1	3	nan	2.825e-01	2.308e-01	2.300e-01	2.300e-01
1	4	nan	nan	2.302e-01	2.301e-01	2.514e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.747e-01	3.747e-01	3.747e-01	2.448e-01
2	1	nan	2.313e-01	2.313e-01	2.313e-01	2.303e-01
2	2	nan	2.965e-01	2.328e-01	2.307e-01	2.303e-01
2	3	nan	5.635e-01	2.303e-01	2.303e-01	2.300e-01
2	4	nan	nan	2.319e-01	1.003e-01	5.292e-02
2	5	nan	nan	nan	nan	3.427e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	2.316e-01	2.304e-01	2.304e-01
3	3	nan	nan	2.371e-01	2.313e-01	2.304e-01
3	4	nan	nan	2.301e-01	2.301e-01	2.300e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
