x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.653e-01	2.532e-01	2.304e-01	2.304e-01	2.301e-01
0	4	3.680e-01	2.304e-01	1.713e-01	4.625e-02	4.625e-02
0	5	nan	2.381e-01	2.305e-01	7.201e-02	8.736e-03
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.306e-01	2.399e-01	1.126e-01	4.362e-02	1.811e-02
1	4	5.602e-01	2.321e-01	4.380e-02	2.446e-02	1.178e-02
1	5	nan	2.301e-01	2.300e-01	2.300e-01	1.064e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	7.224e-01	2.936e-01	5.971e-02	5.971e-02	5.971e-02
2	4	6.063e-01	2.764e-01	3.179e-02	3.179e-02	1.200e-02
2	5	nan	nan	2.311e-01	2.301e-01	2.301e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	2.443e-01	2.423e-01	2.305e-01	8.305e-02
3	4	nan	2.540e-01	2.305e-01	2.301e-01	1.461e-01
3	5	nan	nan	2.302e-01	2.300e-01	2.300e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
