x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.683e-01	1.089e-01	4.176e-02	3.025e-02	7.023e-03
0	4	4.292e-01	2.105e-01	5.110e-03	5.110e-03	5.110e-03
0	5	nan	2.621e-01	8.646e-02	1.345e-02	1.099e-02
0	6	nan	nan	nan	2.302e-01	1.954e-02
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.145e-01	2.352e-01	2.328e-01	2.884e-02	1.406e-02
1	4	5.178e-01	2.313e-01	2.313e-01	3.865e-02	3.489e-03
1	5	nan	2.343e-01	3.856e-02	1.305e-02	1.305e-02
1	6	nan	nan	nan	2.326e-01	3.455e-02
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	2.493e-01	2.466e-01	9.223e-02	5.104e-03
2	4	8.474e-01	2.344e-01	1.017e-01	4.878e-02	3.741e-03
2	5	nan	2.318e-01	1.938e-01	6.120e-02	2.798e-02
2	6	nan	nan	nan	2.333e-01	3.967e-02
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	2.769e-01	2.301e-01
3	4	nan	5.600e-01	2.300e-01	2.300e-01	2.300e-01
3	5	nan	3.221e-01	2.316e-01	2.316e-01	2.304e-01
3	6	nan	nan	nan	nan	4.314e-03
3	7	nan	nan	nan	nan	nan
