x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.658e-01	2.334e-01	2.308e-01	2.154e-01	6.489e-03
0	4	4.380e-01	2.315e-01	7.484e-02	7.484e-02	6.017e-02
0	5	7.273e-01	2.523e-01	2.331e-01	2.306e-01	2.303e-01
0	6	nan	nan	5.604e-01	2.399e-01	2.301e-01
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.293e-01	2.730e-01	1.346e-02	1.346e-02	1.346e-02
1	4	5.621e-01	2.316e-01	8.552e-02	8.552e-02	1.743e-02
1	5	nan	2.311e-01	2.311e-01	2.311e-01	1.678e-01
1	6	nan	nan	5.601e-01	2.317e-01	2.317e-01
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	6.977e-02	6.977e-02	6.977e-02	6.977e-02
2	4	6.723e-01	1.543e-01	1.324e-02	1.324e-02	1.324e-02
2	5	nan	nan	2.910e-01	1.705e-01	1.597e-02
2	6	nan	nan	2.755e-01	2.420e-01	2.366e-01
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	3.123e-01	2.310e-01	2.302e-01	5.207e-02
3	4	nan	2.966e-01	2.306e-01	2.302e-01	5.042e-02
3	5	nan	nan	2.540e-01	2.491e-01	5.839e-02
3	6	nan	nan	3.002e-01	1.862e-01	4.174e-02
3	7	nan	nan	nan	nan	nan
