x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.640e-01	9.166e-02	4.003e-02	4.003e-02	2.747e-02
0	4	3.247e-01	4.247e-02	2.581e-02	2.581e-02	8.766e-03
0	5	nan	3.419e-01	9.264e-02	7.341e-02	1.478e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	5.823e-01	2.360e-01	4.267e-02	3.098e-02	1.145e-02
1	4	5.145e-01	2.305e-01	9.180e-02	3.255e-02	3.255e-02
1	5	nan	2.320e-01	2.309e-01	1.626e-02	1.060e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	8.010e-01	5.600e-01	5.514e-02	2.691e-02	7.093e-03
2	4	5.984e-01	2.648e-01	2.301e-01	6.564e-02	3.184e-02
2	5	nan	2.326e-01	2.309e-01	2.301e-01	2.301e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	5.603e-01	5.600e-01	2.377e-01	9.073e-02
3	4	nan	2.394e-01	2.307e-01	1.094e-01	8.334e-02
3	5	nan	2.303e-01	2.303e-01	2.301e-01	2.301e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
