x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	6.582e-01	2.306e-01	8.438e-02	8.438e-02	8.438e-02
0	2	3.992e-01	1.525e-01	1.016e-01	4.436e-02	3.834e-02
0	3	4.283e-01	6.455e-02	6.455e-02	1.981e-02	1.981e-02
0	4	nan	3.931e-02	3.931e-02	3.931e-02	3.931e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	2.411e-01	1.175e-01	1.175e-01	1.002e-01
1	2	6.526e-01	1.253e-01	6.018e-02	2.361e-02	1.028e-02
1	3	6.524e-01	1.717e-01	1.034e-01	1.672e-02	1.530e-02
1	4	nan	2.259e-01	1.960e-01	1.023e-01	9.813e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	2.564e-01	2.416e-01	1.620e-01	1.309e-01
2	2	nan	1.947e-01	1.346e-01	2.096e-02	2.096e-02
2	3	6.773e-01	1.645e-01	1.083e-01	9.513e-02	8.771e-02
2	4	nan	6.610e-01	1.064e-01	9.991e-02	9.929e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	3.203e-01	3.203e-01	7.508e-02
3	2	nan	2.575e-01	1.566e-01	1.566e-01	1.345e-01
3	3	nan	1.115e-01	4.937e-02	5.269e-03	5.269e-03
3	4	nan	nan	6.973e-02	1.411e-02	1.411e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
