x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	2.628e-01	1.218e-02	1.218e-02
0	1	6.531e-01	2.562e-01	1.084e-01	4.580e-02	4.057e-03
0	2	4.231e-01	3.234e-02	3.234e-02	1.492e-02	1.492e-02
0	3	5.467e-01	8.855e-02	1.228e-02	5.859e-03	5.859e-03
0	4	nan	6.906e-02	2.616e-02	2.616e-02	2.567e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	2.745e-01	7.048e-02	1.396e-02
1	1	5.034e-01	9.085e-02	9.085e-02	4.239e-02	1.397e-02
1	2	4.274e-01	1.174e-01	6.719e-02	2.259e-02	2.259e-02
1	3	6.515e-01	9.554e-02	3.168e-02	1.924e-02	1.907e-02
1	4	nan	9.612e-02	1.583e-02	1.583e-02	1.583e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	6.181e-01	1.128e-01	1.469e-02
2	1	nan	2.115e-02	2.115e-02	2.115e-02	2.115e-02
2	2	nan	2.358e-01	2.727e-02	2.727e-02	2.727e-02
2	3	nan	1.690e-01	5.176e-02	5.176e-02	5.176e-02
2	4	nan	nan	nan	1.018e-01	1.018e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	2.052e-01	9.573e-02	5.888e-02
3	1	nan	nan	2.491e-01	1.978e-02	1.371e-02
3	2	nan	nan	2.393e-01	8.613e-02	8.613e-02
3	3	nan	1.094e-01	9.997e-02	5.878e-02	5.215e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
