x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	1.508e-01	1.508e-01	1.241e-01	1.241e-01
0	1	6.522e-01	2.406e-01	1.015e-01	6.193e-02	6.193e-02
0	2	3.364e-01	7.903e-02	6.209e-02	2.782e-02	1.844e-02
0	3	5.172e-01	4.493e-02	4.129e-02	1.561e-02	1.317e-02
0	4	nan	nan	2.429e-01	4.786e-02	4.033e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	2.273e-01	2.273e-01	2.273e-01
1	1	4.545e-01	1.255e-01	1.255e-01	3.717e-02	3.717e-02
1	2	3.673e-01	1.109e-01	2.913e-02	2.913e-02	2.594e-02
1	3	6.336e-01	1.158e-01	1.158e-01	1.770e-02	1.139e-02
1	4	nan	nan	1.073e-01	1.073e-01	6.120e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	5.676e-01	2.383e-01	1.999e-01
2	1	nan	2.289e-01	1.082e-01	1.082e-01	9.949e-02
2	2	nan	2.276e-01	9.831e-02	4.939e-02	4.939e-02
2	3	nan	1.287e-01	8.301e-02	4.734e-02	3.414e-02
2	4	nan	nan	2.301e-01	3.387e-02	6.737e-03
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	6.503e-01	1.033e-01	1.033e-01
3	2	nan	nan	2.153e-01	7.927e-02	7.927e-02
3	3	nan	nan	3.056e-01	4.352e-03	4.352e-03
3	4	nan	nan	2.755e-01	6.425e-02	1.039e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
